utc,load1,load5,load15,runnable,total_tasks,cpu_user,cpu_nice,cpu_system,cpu_idle,cpu_iowait,cpu_irq,cpu_softirq,cpu_steal,cpu_freq_khz
2026-07-22T08:39:45.405326261Z,8.32,41.59,104.35,3,1737,185957129,636663,36639904,2293055414,8768061,0,1519536,0,22:3328031:23:3326905
2026-07-22T08:39:46.412742721Z,8.32,41.59,104.35,3,1738,185957338,636663,36639934,2293057588,8768064,0,1519537,0,22:3321423:23:605264
2026-07-22T08:39:47.422788478Z,8.32,41.59,104.35,8,1724,185957500,636663,36639967,2293059794,8768071,0,1519538,0,22:3321750:23:1991563
2026-07-22T08:39:48.429122087Z,7.81,40.93,103.80,5,1727,185957613,636663,36639990,2293062071,8768071,0,1519541,0,22:3321959:23:3164733
2026-07-22T08:39:49.437682062Z,7.81,40.93,103.80,2,1724,185957725,636663,36640019,2293064336,8768071,0,1519549,0,22:3295322:23:605264
2026-07-22T08:39:50.444411958Z,7.81,40.93,103.80,3,1731,185957837,636663,36640038,2293066617,8768071,0,1519551,0,22:3321213:23:3321194
2026-07-22T08:39:51.452921348Z,7.81,40.93,103.80,3,1724,185957958,636663,36640060,2293068876,8768076,0,1519554,0,22:3295665:23:1987934
2026-07-22T08:39:52.459630194Z,7.81,40.93,103.80,2,1724,185958081,636663,36640085,2293071137,8768077,0,1519558,0,22:3320104:23:1949175
2026-07-22T08:39:53.467864175Z,7.27,40.27,103.25,3,1724,185958193,636663,36640102,2293073415,8768078,0,1519560,0,22:3320930:23:1995721
2026-07-22T08:39:54.477129741Z,7.27,40.27,103.25,2,1724,185958305,636663,36640124,2293075694,8768078,0,1519563,0,22:3295522:23:605264
2026-07-22T08:39:55.484299697Z,7.27,40.27,103.25,3,1736,185958424,636663,36640151,2293077958,8768078,0,1519566,0,22:3320373:23:3320358
2026-07-22T08:39:56.493271068Z,7.27,40.27,103.25,2,1725,185958543,636663,36640175,2293080221,8768079,0,1519568,0,22:3301473:23:605264
2026-07-22T08:39:57.500649747Z,7.27,40.27,103.25,2,1724,185958667,636663,36640199,2293082488,8768080,0,1519570,0,22:3320529:23:1967033
2026-07-22T08:39:58.508533528Z,6.76,39.62,102.70,2,1724,185958778,636663,36640215,2293084767,8768080,0,1519573,0,22:3295831:23:605264
2026-07-22T08:39:59.515838418Z,6.76,39.62,102.70,2,1724,185958891,636663,36640238,2293087042,8768080,0,1519575,0,22:3320559:23:3320502
2026-07-22T08:40:00.524739036Z,6.76,39.62,102.70,13,1736,185959006,636663,36640259,2293089310,8768084,0,1519577,0,22:3319829:23:3319880
2026-07-22T08:40:01.533921365Z,6.76,39.62,102.70,2,1725,185959125,636663,36640281,2293091581,8768084,0,1519578,0,22:3296806:23:605264
2026-07-22T08:40:02.540453478Z,6.76,39.62,102.70,3,1736,185959254,636663,36640312,2293093827,8768086,0,1519579,0,22:3320913:23:3320410
2026-07-22T08:40:03.548946237Z,6.38,38.99,102.15,2,1725,185959367,636663,36640333,2293096101,8768086,0,1519580,0,22:3296608:23:605264
2026-07-22T08:40:04.554774553Z,6.38,38.99,102.15,3,1744,185959500,636663,36640397,2293098312,8768086,0,1519582,0,22:3322293:23:3322250
2026-07-22T08:40:05.563635386Z,6.38,38.99,102.15,3,1724,185959626,636663,36640440,2293100546,8768086,0,1519585,0,22:3320667:23:605264
2026-07-22T08:40:06.571800127Z,6.38,38.99,102.15,2,1724,185959747,636663,36640461,2293102803,8768097,0,1519587,0,22:3320260:23:605264
2026-07-22T08:40:07.578259132Z,6.38,38.99,102.15,3,1735,185959871,636663,36640486,2293105064,8768099,0,1519588,0,22:3320844:23:1975213
2026-07-22T08:40:08.586105652Z,5.95,38.36,101.61,3,1724,185959982,636663,36640501,2293107346,8768099,0,1519593,0,22:3321580:23:3082052
2026-07-22T08:40:09.592226350Z,5.95,38.36,101.61,3,1735,185960096,636663,36640530,2293109613,8768099,0,1519596,0,22:3320440:23:1842921
2026-07-22T08:40:10.600259693Z,5.95,38.36,101.61,2,1724,185960210,636664,36640550,2293111879,8768102,0,1519600,0,22:3311678:23:605264
2026-07-22T08:40:11.606228364Z,5.95,38.36,101.61,2,1729,185960328,636664,36640573,2293114137,8768113,0,1519604,0,22:3320072:23:605264
